site,date,eto,vpd_medio,t_media,rh_media
rio_claro,2023-02-05,4.5,16.275,25.849,51.013
la_esperanza,2023-02-06,4.7,17.975,26.898,49.48
rio_claro,2023-02-06,4.4,17.525,26.362,49.073
la_esperanza,2023-02-07,4.1,9.1,22.258,65.947
rio_claro,2023-02-07,4.4,22.25,27.645,39.778
la_esperanza,2023-02-08,4.5,10.525,23.65,64.333
rio_claro,2023-02-08,0,23.275,27.575,36.856
la_esperanza,2023-02-09,4.6,31.15,31.052,31.597
rio_claro,2023-02-09,0,31.125,29.502,24.406
la_esperanza,2023-02-10,4.8,32.5,31.188,28.685
rio_claro,2023-02-10,5.2,24.738,27.621,32.995
la_esperanza,2023-02-11,4.8,29.475,29.968,30.518
rio_claro,2023-02-11,5,27.75,28.462,28.632
la_esperanza,2023-02-12,5.2,28.2,29.035,29.825
rio_claro,2023-02-12,4.9,26.175,27.197,27.584
la_esperanza,2023-02-13,5.1,23.2,27.435,36.623
rio_claro,2023-02-13,4.9,17.25,24.581,44.158
la_esperanza,2023-02-14,4.9,24.35,27.245,32.573
rio_claro,2023-02-14,0,17.475,23.801,40.91
la_esperanza,2023-02-15,5.3,27.075,28.575,31.16
rio_claro,2023-02-15,4.9,23.575,26.19,30.74
la_esperanza,2023-02-16,4.8,19.15,25.66,42.09
rio_claro,2023-02-16,0,15.513,23.31,45.725
la_esperanza,2023-02-17,4.7,22.85,26.375,33.723
rio_claro,2023-02-17,4.6,22.438,25.69,31.925
la_esperanza,2023-02-18,4.9,28.375,28.602,27.562
rio_claro,2023-02-18,4.8,29.575,28.469,23.806
la_esperanza,2023-02-19,4.8,27.9,28.995,30.44
rio_claro,2023-02-19,5,29.95,29.075,25.708
la_esperanza,2023-02-20,4.8,29.1,29.562,29.98
rio_claro,2023-02-20,4.9,29.825,28.958,25.528
la_esperanza,2023-02-21,4.9,28.15,29.01,30.075
rio_claro,2023-02-21,4.7,30.25,29.065,24.875
la_esperanza,2023-02-22,4.3,14.2,24.032,52.798
rio_claro,2023-02-22,4.6,21.75,26.239,36.142
la_esperanza,2023-02-23,4.7,22.1,27.082,39.017
rio_claro,2023-02-23,4.6,25.1,27.616,32.075
la_esperanza,2023-02-24,3.9,12.125,23.17,57.155
rio_claro,2023-02-24,4.5,18.825,25.639,42.528
la_esperanza,2023-02-25,4.2,15.25,24.725,51.457
rio_claro,2023-02-25,4.3,14.962,23.977,49.767
la_esperanza,2023-02-26,4.5,24.45,28.018,35.43
rio_claro,2023-02-26,0,20.962,25.53,35.865
la_esperanza,2023-02-27,4.8,28.8,28.922,27.995
rio_claro,2023-02-27,0,33.175,29.848,21.108
la_esperanza,2023-02-28,4.3,21.975,26.185,35.662
rio_claro,2023-02-28,0,23.062,26.309,32.576
la_esperanza,2023-03-01,4.2,23.7,27.675,36.108
rio_claro,2023-03-01,4.2,19.188,25.32,40.641
la_esperanza,2023-03-02,4.8,24.525,28.02,35.408
rio_claro,2023-03-02,4.3,24.075,26.91,32.115
la_esperanza,2023-03-03,4,14.35,23.23,50.185
rio_claro,2023-03-03,4.1,18.712,24.999,40.961
la_esperanza,2023-03-04,4.1,24.375,28.907,39.26
rio_claro,2023-03-04,0,24.65,28.54,36.7
la_esperanza,2023-03-05,4.3,18.525,26.042,44.8
rio_claro,2023-03-05,0,31.5,29.267,22.59
la_esperanza,2023-03-06,3.5,9.175,21.693,64.18
rio_claro,2023-03-06,4,18.85,24.84,39.841
la_esperanza,2023-03-07,4.3,17.875,26.413,48.242
rio_claro,2023-03-07,3.8,23.763,27.226,34.233
la_esperanza,2023-03-08,4,13.95,23.955,53.165
rio_claro,2023-03-08,3.8,18.388,25.061,42.12
la_esperanza,2023-03-09,3.7,18.7,26.285,45.445
rio_claro,2023-03-09,3.4,22.675,26.782,35.441
la_esperanza,2023-03-10,3.1,13.35,22.495,59.86
rio_claro,2023-03-10,4.5,13.2,22.6,51.5
la_esperanza,2023-03-11,3.9,16.825,24.12,44.395
rio_claro,2023-03-11,3.7,21.95,26.351,35.911
la_esperanza,2023-03-12,3.7,15.725,24.328,48.45
rio_claro,2023-03-12,3.6,18.1,24.56,41.315
la_esperanza,2023-03-13,3.3,15.225,25.47,53.245
rio_claro,2023-03-13,3.3,17.75,25.652,46.062
la_esperanza,2023-03-14,3.8,17.75,26.567,49.11
rio_claro,2023-03-14,0,17.775,25.828,46.445
la_esperanza,2023-03-15,3.5,22.5,25.75,31.955
rio_claro,2023-03-15,3.6,22.475,24.879,28.288
la_esperanza,2023-03-16,3.7,21.525,26.33,37.39
rio_claro,2023-03-16,3.5,23.312,26.44,32.299
la_esperanza,2023-03-17,3.9,15.525,25.363,52.032
rio_claro,2023-03-17,3.5,17.125,24.985,45.822
la_esperanza,2023-03-18,3.9,22.35,27.902,40.658
rio_claro,2023-03-18,0,17.488,25.095,44.984
la_esperanza,2023-03-19,4.1,24.1,29.233,40.805
rio_claro,2023-03-19,3.5,21.625,27.067,39.774
la_esperanza,2023-03-20,3.8,14.025,24.767,55.17
rio_claro,2023-03-20,3.4,22.1,26.5,36.181
la_esperanza,2023-03-21,3.7,19.325,26.405,44.537
rio_claro,2023-03-21,0,25.862,27.164,28.127
la_esperanza,2023-03-22,3.6,27.175,28.328,29.985
rio_claro,2023-03-22,3.3,29.35,28.08,22.642
la_esperanza,2023-03-23,3.4,30.15,29.4,26.787
rio_claro,2023-03-23,3.2,29.3,27.82,21.557
la_esperanza,2023-03-24,3.4,30.9,29.355,24.788
rio_claro,2023-03-24,3.4,29.675,28.157,22.085
la_esperanza,2023-03-25,3.4,28.375,28.232,26.477
rio_claro,2023-03-25,3.2,21.75,24.996,31.221
la_esperanza,2023-03-26,3.3,16.325,24.16,45.74
rio_claro,2023-03-26,3.4,24.7,26.556,28.8
la_esperanza,2023-03-27,2.8,6.975,18.86,68.56
rio_claro,2023-03-27,3.1,17.425,24.068,41.658
la_esperanza,2023-03-28,3.1,10.375,20.84,58.53
rio_claro,2023-03-28,3.1,15.475,22.765,44.005
la_esperanza,2023-03-29,3.2,13.175,23.282,53.908
rio_claro,2023-03-29,3,9.337,19.21,57.928
la_esperanza,2023-03-30,3,18.85,24.042,37.233
rio_claro,2023-03-30,2.8,15.825,21.609,38.634
la_esperanza,2023-03-31,3.1,24.8,26.188,27.508
rio_claro,2023-03-31,2.9,28.7,27.008,19.591
la_esperanza,2023-04-01,0,26.775,26.913,24.803
rio_claro,2023-04-01,0,23.45,24.586,23.88
la_esperanza,2023-04-02,2.9,25.025,27.985,33.718
rio_claro,2023-04-02,0,19.95,24.29,34.175
la_esperanza,2023-04-03,2.3,21.225,26.125,37.487
rio_claro,2023-04-03,2.4,16.85,23.544,41.741
la_esperanza,2023-04-04,2.9,25.55,27.495,30.675
rio_claro,2023-04-04,2.7,26.012,26.376,24.422
la_esperanza,2023-04-05,2.5,20.2,23.665,30.822
rio_claro,2023-04-05,2.3,20.225,23.428,29.782
la_esperanza,2023-04-06,2.6,26.6,27.195,26.298
rio_claro,2023-04-06,2.7,21.087,24.54,31.426
la_esperanza,2023-04-07,2.8,27.575,28.438,29.142
rio_claro,2023-04-07,2.6,26.45,26.286,22.526
la_esperanza,2023-04-08,2.6,29.275,27.925,22.19
rio_claro,2023-04-08,2.6,28.738,26.59,17.219
la_esperanza,2023-04-09,2.4,22.075,25.258,31.417
rio_claro,2023-04-09,0,28,26.298,18.048
la_esperanza,2023-04-10,2.5,25.25,27.078,29.447
rio_claro,2023-04-10,2.3,25.238,25.733,23.462
la_esperanza,2023-04-11,2.7,17.325,26.012,48.345
rio_claro,2023-04-11,2.5,19.625,24.719,36.814
la_esperanza,2023-04-12,1.5,8.725,20.032,62.4
rio_claro,2023-04-12,0,8.113,18.907,62.415
la_esperanza,2023-04-13,1.8,7.15,18.452,66.218
rio_claro,2023-04-13,0,6.812,17.585,65.944
la_esperanza,2023-04-14,1.6,6.2,17.75,69.427
rio_claro,2023-04-14,1.5,4.55,15.591,73.894
la_esperanza,2023-04-15,2,12.325,21.09,50.535
rio_claro,2023-04-15,1.9,10.2,18.501,51.866
la_esperanza,2023-04-16,2,12.275,20.418,48.683
rio_claro,2023-04-16,2,11.7,18.835,46.188
la_esperanza,2023-04-17,1.9,10.825,18.98,50.668
rio_claro,2023-04-17,1.7,7.775,15.575,56.045
la_esperanza,2023-04-18,1.8,14.3,19.435,36.37
rio_claro,2023-04-18,0,8.613,14.689,48.085
la_esperanza,2023-04-19,2.3,20.925,23.465,27.42
rio_claro,2023-04-19,1.8,18.262,21.733,29.674
la_esperanza,2023-04-20,2,8.15,19.155,63.303
rio_claro,2023-04-20,2.1,23.95,25.003,24.213
la_esperanza,2023-04-21,1.9,8.475,19.295,61.815
rio_claro,2023-04-21,1.5,7.175,17.405,63.697
la_esperanza,2023-04-22,1.7,9.175,20.425,62.155
rio_claro,2023-04-22,1.6,10.825,19.734,52.728
la_esperanza,2023-04-23,1.3,4.025,16.053,78.132
rio_claro,2023-04-23,1.8,12.2,20.587,49.416
la_esperanza,2023-04-24,1,1.4,13.343,90.51
rio_claro,2023-04-24,1.8,13.9,21.566,45.716
la_esperanza,2023-04-25,1.3,3.1,15.71,82.923
rio_claro,2023-04-25,1.6,18.512,22.879,33.385
la_esperanza,2023-04-26,1.3,10.15,20.99,58.992
rio_claro,2023-04-26,1.2,10.788,19.585,52.736
la_esperanza,2023-04-27,1,2.95,14.753,81.958
rio_claro,2023-04-27,1.5,9.188,18.541,56.885
la_esperanza,2023-04-28,1.8,10.45,19.693,54.11
rio_claro,2023-04-28,0.9,5.875,15.86,66.894
la_esperanza,2023-04-29,1,1.475,16.925,92.01
rio_claro,2023-04-29,0.5,0,13.562,99.985
la_esperanza,2023-04-30,1.7,7.9,16.983,59.152
rio_claro,2023-04-30,0.8,6.775,14.302,58.228
la_esperanza,2023-05-01,1.4,8.875,16.615,NA
rio_claro,2023-05-01,0.6,5.325,12.774,NA
la_esperanza,2023-05-02,1.3,8.125,16.477,NA
rio_claro,2023-05-02,0.6,6.838,13.537,NA
la_esperanza,2023-05-03,1.3,9.1,17.322,NA
rio_claro,2023-05-03,0,7.325,14.837,NA
la_esperanza,2023-05-04,0.9,0.425,9.735,NA
rio_claro,2023-05-04,0,6.912,14.919,NA
la_esperanza,2023-05-05,1.4,8.2,17.61,NA
rio_claro,2023-05-05,0,6.775,16.07,NA
la_esperanza,2023-05-06,0.7,1.975,12.395,NA
rio_claro,2023-05-06,0.7,0.175,8.69,NA
la_esperanza,2023-05-07,1.2,5.675,15.19,NA
rio_claro,2023-05-07,0.7,5.263,14.264,NA
la_esperanza,2023-05-08,1.3,10.725,19.715,NA
rio_claro,2023-05-08,0.8,14.338,20.363,NA
rio_claro,2023-05-09,0.9,18.137,22.629,NA
rio_claro,2023-05-10,0.8,10.45,18.87,NA
rio_claro,2023-05-11,0,8.375,18.019,NA
rio_claro,2023-05-12,1.1,13.312,21.023,NA
rio_claro,2023-05-13,1.1,15.3,21.814,NA
rio_claro,2023-05-14,0,10.875,19.45,NA
rio_claro,2023-05-15,0,5.025,15.523,NA
rio_claro,2023-05-16,1.1,6.3,16.898,NA
rio_claro,2023-05-17,0.8,5.625,16.146,NA
rio_claro,2023-05-18,1,6.862,16.724,NA
rio_claro,2023-05-19,0.8,1.875,12.212,NA
rio_claro,2023-05-20,0.9,11.462,18.089,NA
rio_claro,2023-05-21,0.8,5.65,11.921,NA
rio_claro,2023-05-22,0.8,5.25,14.105,NA
rio_claro,2023-05-23,0.6,4.425,14.18,NA
rio_claro,2023-05-24,0.6,2.288,13.28,NA
rio_claro,2023-05-25,0.6,1.55,11.46,NA
rio_claro,2023-05-26,0.7,4.375,13.023,NA
rio_claro,2023-05-27,0.8,2.65,11.789,NA
rio_claro,2023-05-28,0.7,6.737,15.066,NA
rio_claro,2023-05-29,0.9,10.088,16.146,NA
rio_claro,2023-05-30,0,10.738,17.628,NA
rio_claro,2023-05-31,0,11.4,18.545,NA
la_esperanza,2023-06-30,0.7,9.725,17.91,NA
rio_claro,2023-06-30,0.9,14.162,19.204,NA
la_esperanza,2023-07-01,0.9,6.775,16.298,NA
rio_claro,2023-07-01,0.9,7.45,11.655,NA
la_esperanza,2023-07-02,0.8,6.1,15.598,NA
rio_claro,2023-07-02,0.5,2.188,11.025,NA
la_esperanza,2023-07-03,0.8,5.625,16.192,NA
rio_claro,2023-07-03,0.7,9.075,16.318,NA
la_esperanza,2023-07-04,1,8.2,17.328,NA
rio_claro,2023-07-04,0.7,5.162,14.106,NA
la_esperanza,2023-07-05,0.8,3.675,14.765,NA
rio_claro,2023-07-05,0.6,4.375,13.214,NA
la_esperanza,2023-07-06,0.7,1.85,13.778,NA
rio_claro,2023-07-06,0.7,5.262,13.916,NA
la_esperanza,2023-07-07,0.6,1.675,12.422,NA
rio_claro,2023-07-07,0.5,1.362,9.589,NA
la_esperanza,2023-07-08,0.6,0.625,13.235,NA
rio_claro,2023-07-08,0.7,1.675,11.235,NA
la_esperanza,2023-07-09,0.8,4.625,15.49,NA
rio_claro,2023-07-09,0.7,1.688,12.13,NA
la_esperanza,2023-07-10,0.8,2.8,12.68,NA
rio_claro,2023-07-10,0.7,4.275,12.426,NA
la_esperanza,2023-07-11,0.6,0.35,11.62,NA
rio_claro,2023-07-11,0.7,3.837,11.647,NA
la_esperanza,2023-07-12,0.9,4.85,14.19,NA
rio_claro,2023-07-12,0.7,1.538,10.489,NA
la_esperanza,2023-07-13,0.8,4.525,13.732,NA
rio_claro,2023-07-13,0.8,5.113,12.011,NA
la_esperanza,2023-07-14,0.7,3.65,12.922,NA
rio_claro,2023-07-14,0.6,1.763,9.954,NA
la_esperanza,2023-07-15,0.7,2.2,9.8,NA
rio_claro,2023-07-15,0.6,0.788,6.646,NA
la_esperanza,2023-07-16,0.8,3.9,11.55,NA
rio_claro,2023-07-16,0.6,0.65,7.225,NA
la_esperanza,2023-07-17,0.7,3.8,12.645,NA
rio_claro,2023-07-17,0.8,10.363,16.724,NA
la_esperanza,2023-07-18,0.9,3.35,13.42,NA
rio_claro,2023-07-18,1.3,7.487,14.75,NA
la_esperanza,2023-07-19,0.9,8.65,16.96,NA
rio_claro,2023-07-19,0.9,12.062,17.176,NA
la_esperanza,2023-07-20,0.8,2.975,14.328,NA
rio_claro,2023-07-20,0.8,7.475,15.148,NA
la_esperanza,2023-07-21,0.8,0.425,14.037,NA
rio_claro,2023-07-21,0.6,0.038,10.383,NA
la_esperanza,2023-07-22,0.8,4.025,14.115,NA
rio_claro,2023-07-22,0.6,1.312,8.531,NA
la_esperanza,2023-07-23,0.7,2.1,10.74,NA
rio_claro,2023-07-23,0.5,0.537,7.199,NA
la_esperanza,2023-07-24,0.9,6.85,14.645,NA
rio_claro,2023-07-24,0.9,8.462,15.294,NA
la_esperanza,2023-07-25,0.6,0.175,11.472,NA
rio_claro,2023-07-25,0.6,0,9.889,NA
la_esperanza,2023-07-26,0.9,3.125,12.845,NA
rio_claro,2023-07-26,0.7,1.913,10.625,NA
la_esperanza,2023-07-27,1.2,5.775,14.422,NA
rio_claro,2023-07-27,0.9,7,13.849,NA
la_esperanza,2023-07-28,1,6.575,16.61,NA
rio_claro,2023-07-28,0.9,7.625,16.803,NA
la_esperanza,2023-07-29,1.3,10.5,20.155,NA
rio_claro,2023-07-29,1.1,10.688,19.165,NA
la_esperanza,2023-07-30,1,3.475,16.155,NA
rio_claro,2023-07-30,0.8,3.188,14.459,NA
la_esperanza,2023-07-31,0.8,0.025,12.098,NA
rio_claro,2023-07-31,0,12.938,20.247,NA
la_esperanza,2023-08-01,1.4,6.775,17.795,66.775
rio_claro,2023-08-01,1.1,10.5,18.021,48.891
la_esperanza,2023-08-02,1.5,8.3,18.357,60.812
rio_claro,2023-08-02,0.9,1.863,11.791,86.655
la_esperanza,2023-08-03,1.5,7.325,16.852,61.632
rio_claro,2023-08-03,1,3.775,11.959,74.385
la_esperanza,2023-08-04,1.4,8.7,17.032,55.148
rio_claro,2023-08-04,1.1,8.963,16.471,52.172
la_esperanza,2023-08-05,0.8,3.075,13.89,80.048
rio_claro,2023-08-05,0.8,0.837,9.815,92.706
la_esperanza,2023-08-06,1.1,6.25,17.175,67.74
rio_claro,2023-08-06,1.3,6.025,16.041,66.626
la_esperanza,2023-08-07,1,4.125,15.047,75.51
rio_claro,2023-08-07,1,5.987,14.076,62.474
la_esperanza,2023-08-08,1.4,7.075,17.843,64.97
rio_claro,2023-08-08,1.3,10.425,17.773,48.312
la_esperanza,2023-08-09,0.9,1.087,12.969,92.165
rio_claro,2023-08-09,0.7,4.575,13.383,70.28
la_esperanza,2023-08-10,0.9,0,10.662,99.25
rio_claro,2023-08-10,0.6,0,8.349,99.981
la_esperanza,2023-08-11,1.4,5.212,14.325,67.521
rio_claro,2023-08-11,0.8,0.138,7.852,97.97
la_esperanza,2023-08-12,1.7,8.125,16.971,57.93
rio_claro,2023-08-12,1.2,4.888,13.32,68.048
la_esperanza,2023-08-13,2.1,11.988,21.311,52.454
rio_claro,2023-08-13,1.4,13.463,20.959,45.349
rio_claro,2023-08-14,1.5,14.938,21.849,42.873
rio_claro,2023-08-15,0.6,0.175,10.659,98.28
rio_claro,2023-08-16,0.7,2.087,12.606,85.161
rio_claro,2023-08-17,0.8,0.6,10.836,95.197
la_esperanza,2023-08-18,1.1,3.725,14.674,77.292
rio_claro,2023-08-18,1.2,3.25,11.835,76.245
la_esperanza,2023-08-19,0.5,0,10.669,99.281
rio_claro,2023-08-19,0.6,0,8.539,99.972
la_esperanza,2023-08-20,1,2.362,15.59,86.239
rio_claro,2023-08-20,0.6,0,11.349,99.893
la_esperanza,2023-08-21,1.1,0.787,13.895,94.509
rio_claro,2023-08-21,0.7,0,11.496,99.845
la_esperanza,2023-08-22,1.1,0.5,13.984,96.369
rio_claro,2023-08-22,0.6,0,11.683,99.942
la_esperanza,2023-08-23,1.8,8.162,15.448,53.237
rio_claro,2023-08-23,0.6,2.912,11.372,77.908
la_esperanza,2023-08-24,1.7,8.85,16.004,51.124
rio_claro,2023-08-24,0,6.837,13.02,53.748
la_esperanza,2023-08-25,1.7,8.25,16.376,55.441
rio_claro,2023-08-25,0.7,4.35,12.98,70.7
la_esperanza,2023-08-26,1.9,12.688,18.515,40.28
rio_claro,2023-08-26,0.7,7.713,14.215,51.93
la_esperanza,2023-08-27,2,15.463,20.039,33.985
rio_claro,2023-08-27,1.3,14.688,18.683,31.528
la_esperanza,2023-08-28,1.4,9,16.858,52.752
rio_claro,2023-08-28,1.2,6.463,13.742,58.311
la_esperanza,2023-08-29,2.3,13.6,20.386,43.07
rio_claro,2023-08-29,1.7,10.925,17.776,46.235
la_esperanza,2023-08-30,2.1,10.137,18.377,51.705
rio_claro,2023-08-30,1.3,7.275,15.822,59.089
la_esperanza,2023-08-31,2,10.713,18.388,49.436
rio_claro,2023-08-31,1.2,4.513,13.555,70.658
la_esperanza,2023-09-01,1.5,7.6,16.129,58.106
rio_claro,2023-09-01,0.8,4.013,12.831,72.401
la_esperanza,2023-09-02,0.9,2.062,14.176,86.72
rio_claro,2023-09-02,0,2.825,11.886,79.025
la_esperanza,2023-09-03,1.7,4.388,16.725,76.856
rio_claro,2023-09-03,0.7,1.787,12.55,87.262
la_esperanza,2023-09-04,0.9,0.8,14.304,94.956
rio_claro,2023-09-04,0.6,0.15,10.701,98.531
la_esperanza,2023-09-05,0.8,0.3,12.172,97.52
rio_claro,2023-09-05,0.7,3.7,12.941,75.28
la_esperanza,2023-09-06,0.8,0.013,10.948,99.284
rio_claro,2023-09-06,0.6,0,9.796,99.874
la_esperanza,2023-09-07,1.7,4.6,15.445,73.738
rio_claro,2023-09-07,1.6,4.55,13.178,69.562
la_esperanza,2023-09-08,2.3,9.088,18.136,55.972
rio_claro,2023-09-08,0,4.912,15.067,70.982
la_esperanza,2023-09-09,1.1,7.15,15.159,58.111
rio_claro,2023-09-09,0.7,2.95,11.732,78.032
la_esperanza,2023-09-10,0.9,1.8,15.039,89.07
rio_claro,2023-09-10,0.6,0.15,11.93,98.602
la_esperanza,2023-09-11,2.5,8.312,16.781,56.131
rio_claro,2023-09-11,0.9,4.938,13.718,68.218
la_esperanza,2023-09-12,0,8.413,15.793,52.756
rio_claro,2023-09-12,0.6,1.163,8.324,89.849
la_esperanza,2023-09-13,1.5,5.838,14.65,64.396
rio_claro,2023-09-13,0.6,5.225,12.72,64.052
la_esperanza,2023-09-14,2.7,13.887,20.469,42.08
rio_claro,2023-09-14,0.9,11.688,19.476,48.436
la_esperanza,2023-09-15,3.4,15.213,23.526,47.471
rio_claro,2023-09-15,1.1,15.688,21.598,39.086
la_esperanza,2023-09-16,1.5,5.1,17.72,74.63
rio_claro,2023-09-16,0.6,3.275,13.82,78.741
la_esperanza,2023-09-17,1.6,5.362,13.348,64.618
rio_claro,2023-09-17,0.5,0.062,7.095,99.068
la_esperanza,2023-09-18,1.7,6.675,14.448,58.862
rio_claro,2023-09-18,0.5,2.013,10.212,83.249
la_esperanza,2023-09-19,1.5,4.488,13.569,70.715
rio_claro,2023-09-19,0.5,1.163,8.686,89.197
la_esperanza,2023-09-20,1.2,4.65,15.045,72.549
rio_claro,2023-09-20,0.5,2.487,11.87,81.645
la_esperanza,2023-09-21,2.1,8.363,18.062,59.43
rio_claro,2023-09-21,0.6,4.225,15.049,74.854
la_esperanza,2023-09-22,1,2.837,15.033,83.139
rio_claro,2023-09-22,0.5,1.988,12.69,85.946
la_esperanza,2023-09-23,2.6,6.938,17.938,66.178
rio_claro,2023-09-23,0.6,3.55,13.769,77.11
la_esperanza,2023-09-24,3.3,11.775,19.654,48.224
rio_claro,2023-09-24,0.9,5.45,15.5,68.779
la_esperanza,2023-09-25,2.7,9.8,18.504,53.662
rio_claro,2023-09-25,0.8,5.113,14.374,68.435
la_esperanza,2023-09-26,3,10.037,17.12,48.266
rio_claro,2023-09-26,0.7,3.275,11.674,75.8
la_esperanza,2023-09-27,3.3,12.025,18.921,44.985
rio_claro,2023-09-27,0.8,6.125,14.92,63.604
la_esperanza,2023-09-28,2.6,7.675,16.25,58.35
rio_claro,2023-09-28,0,2.663,10.994,80.186
la_esperanza,2023-09-29,3.3,14,21.331,44.81
rio_claro,2023-09-29,1.4,11.075,19.43,50.809
la_esperanza,2023-09-30,3.2,9.7,21.281,61.316
rio_claro,2023-09-30,1.6,18.688,22.994,33.245
la_esperanza,2023-10-01,0.8,0.112,11.459,99.029
rio_claro,2023-10-01,0.5,0.112,11.28,98.878
la_esperanza,2023-10-02,2.2,9.188,16.318,50.074
rio_claro,2023-10-02,0.7,4.263,12.59,70.325
la_esperanza,2023-10-03,2.4,8.762,17.005,54.766
rio_claro,2023-10-03,1.1,4.425,13.286,70.551
la_esperanza,2023-10-04,3.4,13.537,20.134,42.733
rio_claro,2023-10-04,3,9.637,16.156,47.611
la_esperanza,2023-10-05,3.3,11.4,19.569,49.816
rio_claro,2023-10-05,3.1,11.788,17.321,39.959
la_esperanza,2023-10-06,2.9,9.8,17.192,50.28
rio_claro,2023-10-06,2.5,5.575,14.234,65.335
la_esperanza,2023-10-07,3.8,15.25,20.624,37.002
rio_claro,2023-10-07,3.3,8.05,16.003,55.76
la_esperanza,2023-10-08,3.7,18.875,23.23,33.782
rio_claro,2023-10-08,3.5,11.75,19.242,47.408
la_esperanza,2023-10-09,3.8,19.288,23.954,35.646
